Center Camera Images,Left Camera Images,Right Camera Images,Steering Angle,,,
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_24_757.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_24_757.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_24_757.jpg,-0.1455399,1,0,30.18953
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_24_837.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_24_837.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_24_837.jpg,-0.1455399,1,0,30.19038
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_24_916.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_24_916.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_24_916.jpg,-0.1830986,1,0,30.1879
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_24_995.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_24_995.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_24_995.jpg,-0.1971831,1,0,30.18712
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_075.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_075.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_075.jpg,-0.2065728,1,0,30.18865
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_153.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_153.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_153.jpg,-0.2159625,1,0,30.18824
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_233.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_233.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_233.jpg,-0.2159625,1,0,30.18857
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_312.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_312.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_312.jpg,-0.2159625,1,0,30.191
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_391.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_391.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_391.jpg,-0.2159625,1,0,30.18905
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_468.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_468.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_468.jpg,-0.2159625,1,0,30.18821
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_552.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_552.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_552.jpg,-0.2112676,1,0,30.19067
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_624.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_624.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_624.jpg,-0.1643192,1,0,30.19077
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_702.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_702.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_702.jpg,-0.1455399,1,0,30.19087
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_779.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_779.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_779.jpg,-0.1173709,1,0,30.1911
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_852.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_852.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_852.jpg,-0.09859154,1,0,30.19109
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_25_929.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_25_929.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_25_929.jpg,-0.07981221,1,0,30.19087
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_004.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_004.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_004.jpg,-0.07042254,1,0,30.19068
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_084.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_084.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_084.jpg,-0.07042254,1,0,30.19057
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_152.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_152.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_152.jpg,-0.07042254,1,0,30.19041
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_228.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_228.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_228.jpg,-0.07042254,1,0,30.19034
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_300.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_300.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_300.jpg,-0.07042254,1,0,30.19025
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_375.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_375.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_375.jpg,-0.07042254,1,0,30.19025
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_449.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_449.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_449.jpg,-0.07042254,1,0,30.19013
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_523.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_523.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_523.jpg,-0.1408451,1,0,30.1873
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_597.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_597.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_597.jpg,-0.1596244,1,0,30.18759
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_673.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_673.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_673.jpg,-0.1596244,1,0,30.18869
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_749.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_749.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_749.jpg,-0.1596244,1,0,30.18911
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_822.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_822.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_822.jpg,-0.1596244,1,0,30.1894
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_898.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_898.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_898.jpg,-0.1596244,1,0,30.18957
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_26_973.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_26_973.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_26_973.jpg,-0.1596244,1,0,30.18964
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_048.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_048.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_048.jpg,-0.1596244,1,0,30.1897
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_120.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_120.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_120.jpg,-0.1314554,1,0,30.19067
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_197.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_197.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_197.jpg,-0.1220657,1,0,30.19065
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_279.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_279.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_279.jpg,-0.1220657,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_352.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_352.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_352.jpg,-0.1220657,1,0,30.19046
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_425.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_425.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_425.jpg,-0.1220657,1,0,30.1901
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_505.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_505.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_505.jpg,-0.1220657,1,0,30.19003
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_585.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_585.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_585.jpg,-0.1220657,1,0,30.18998
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_663.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_663.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_663.jpg,-0.1220657,1,0,30.19001
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_743.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_743.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_743.jpg,-0.1220657,1,0,30.18998
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_822.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_822.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_822.jpg,-0.09859154,1,0,30.19049
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_902.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_902.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_902.jpg,-0.09389672,1,0,30.1908
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_27_979.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_27_979.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_27_979.jpg,-0.09389672,1,0,30.19033
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_054.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_054.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_054.jpg,-0.09389672,1,0,30.19025
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_132.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_132.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_132.jpg,-0.09389672,1,0,30.19054
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_211.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_211.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_211.jpg,-0.09389672,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_292.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_292.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_292.jpg,-0.09389672,1,0,30.19013
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_371.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_371.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_371.jpg,-0.07042254,1,0,30.1904
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_451.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_451.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_451.jpg,-0.07042254,1,0,30.1903
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_528.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_528.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_528.jpg,-0.07042254,1,0,30.19027
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_607.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_607.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_607.jpg,-0.07042254,1,0,30.19024
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_689.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_689.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_689.jpg,-0.07042254,1,0,30.19022
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_774.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_774.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_774.jpg,-0.07042254,1,0,30.18982
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_863.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_863.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_863.jpg,-0.07042254,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_28_958.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_28_958.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_28_958.jpg,-0.07042254,1,0,30.19064
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_054.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_054.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_054.jpg,-0.07042254,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_137.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_137.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_137.jpg,-0.07042254,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_228.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_228.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_228.jpg,-0.07042254,1,0,30.19017
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_319.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_319.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_319.jpg,-0.07042254,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_408.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_408.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_408.jpg,-0.07042254,1,0,30.19021
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_485.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_485.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_485.jpg,-0.07042254,1,0,30.1902
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_563.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_563.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_563.jpg,-0.07042254,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_651.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_651.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_651.jpg,-0.07042254,1,0,30.1898
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_737.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_737.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_737.jpg,-0.07042254,1,0,30.19016
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_831.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_831.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_831.jpg,-0.05633803,1,0,30.19077
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_29_923.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_29_923.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_29_923.jpg,-0.01877934,1,0,30.19043
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_010.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_010.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_010.jpg,-0.01877934,1,0,30.19037
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_102.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_102.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_102.jpg,-0.01877934,1,0,30.19035
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_192.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_192.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_192.jpg,-0.01877934,1,0,30.19032
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_279.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_279.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_279.jpg,-0.01877934,1,0,30.19033
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_368.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_368.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_368.jpg,-0.04694836,1,0,30.18999
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_475.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_475.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_475.jpg,-0.04694836,1,0,30.19015
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_574.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_574.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_574.jpg,-0.04694836,1,0,30.18987
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_678.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_678.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_678.jpg,-0.04694836,1,0,30.19018
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_775.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_775.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_775.jpg,-0.06103287,1,0,30.1898
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_871.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_871.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_871.jpg,-0.06103287,1,0,30.1901
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_30_966.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_30_966.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_30_966.jpg,-0.0657277,1,0,30.19011
/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/center_2019_02_28_17_30_31_062.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/left_2019_02_28_17_30_31_062.jpg,/content/drive/My Drive/CarND-Behavioral-Cloning-P3/IMG/right_2019_02_28_17_30_31_062.jpg,-0.0657277,1,0,30.19014
